sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
i need a hot finkey to clear my sinuses,hot finkey,slang,lm_lexicon_slang,0,1,9,19
man tracy was wore the fuck out after that stabbing by codys cock-shiv,cock-shiv,slang,lm_lexicon_slang,0,1,61,70
around the world by atc was at one point the most overplayed song on german radio,atc,slang,lm_lexicon_slang,1,0,20,23
coke's strategy of aisle display is powerful,aisle display,slang,lm_lexicon_slang,0,1,19,32
let us smoke some dagga,dagga,slang,lm_lexicon_slang,1,0,18,23
i trimmed up last weekend and now i have a ballqupine in my pants,ballqupine,slang,lm_lexicon_slang,1,0,43,53
"damn, jason got poop noodles from that chick",poop noodles,slang,lm_lexicon_slang,0,1,16,28
steve's girlfriend is a fucking psycho hosebeast,hosebeast,slang,lm_lexicon_slang,1,0,39,48
lets get the 4 60 ac going,4 60 ac,slang,lm_lexicon_slang,0,1,13,20
jay: you corniyorn,corniyorn,slang,lm_lexicon_slang,1,0,9,18
johnny damon lives in a long-house,johnny damon,slang,lm_lexicon_slang,0,1,0,12
you're gettin' chibbed ya wee fannybaws,fannybaws,slang,lm_lexicon_slang,1,0,30,39
michael decided to pbf on us again tonight,pbf,slang,lm_lexicon_slang,1,0,19,22
a; where do you go to buy tissues? b; why are you asking? a; i just watched anohana,anohana,slang,lm_lexicon_slang,1,0,76,83
"i summon my strongest servant, blue eyes white dragon",blue eyes white dragon,slang,lm_lexicon_slang,0,1,31,53
omg u took me like cammy stew,cammy stew,slang,lm_lexicon_slang,0,1,19,29
juli told her play pal to steal a rabbit from the mini mall and then gave it to a pet store,juli,slang,lm_lexicon_slang,1,0,0,4
chikorita is best grass starter,chikorita,slang,lm_lexicon_slang,1,0,0,9
"""instead of going to school to learn a trade, she decided to schofield for a buck",schofield,slang,lm_lexicon_slang,1,0,61,70
shes such a tabby type of person :p,tabby,slang,lm_lexicon_slang,1,0,12,17
"idiot- omg i luv him alot person with correct spelling- a lot, you love him a lot",alot,slang,lm_lexicon_slang,1,0,21,25
i wonder if that bag of pants is wearing a thong?,bag of pants,slang,lm_lexicon_slang,0,1,17,29
-voy a ir al club por la noche ( im going to the club tonight) -que bacan,bacan,slang,lm_lexicon_slang,1,0,68,73
o my god your going to make me fucking gwee,gwee,slang,lm_lexicon_slang,1,0,39,43
oh i discovered a new song by hushpuppies,hushpuppies,slang,lm_lexicon_slang,1,0,30,41
the australian sas is one of the most gruelling training processes in the world,sas,slang,lm_lexicon_slang,1,0,15,18
he accused me of having ods because i asked if obama had ever accomplished anything,ods,slang,lm_lexicon_slang,1,0,24,27
"if you do whatever i want for a week, i'll show you my chinese deathstar",chinese deathstar,slang,lm_lexicon_slang,0,1,55,72
[sleep with her and you will need penicillin for the a wickham you will contract from her,a wickham,slang,lm_lexicon_slang,0,1,53,62
1) jack is looking for baggage in a relationship,baggage,slang,lm_lexicon_slang,1,0,23,30
let's go back to the stationhouse and boarhog us a drunk,boarhog,slang,lm_lexicon_slang,1,0,38,45
"wow, that conig has class, look at the way she shake it, i can't believe it, i aint ever seen a conig like that",conig,slang,lm_lexicon_slang,1,0,10,15
"""time to go to the emo corner ""oh hey me too",emo corner,slang,lm_lexicon_slang,0,1,19,29
"bob, varno, and i are surfing a dawn patrol session at rincon tomorrow morning",dawn patrol,slang,lm_lexicon_slang,0,1,32,43
"thinking that a towel snap in the locker room was the ultimate insult, the bully cried for momma when i gave him a ballbag snuggy",ballbag snuggy,slang,lm_lexicon_slang,0,1,115,129
you jave got a jonjo,jonjo,slang,lm_lexicon_slang,1,0,15,20
mike: yo man johnl fell off his bike the other day and broke his arm trying to do a bunny hop nick: crofl,crofl,slang,lm_lexicon_slang,1,0,100,105
"aww, he is such a barazetti",barazetti,slang,lm_lexicon_slang,1,0,18,27
the goolroid was wearing their [google glass],goolroid,slang,lm_lexicon_slang,1,0,4,12
that guy is exactly like a dave edbie,dave edbie,slang,lm_lexicon_slang,0,1,27,37
so your little brother doesn't play football and would rather listen to britney spears on his pink ipod? there's no need to be bromophobic,bromophobic,slang,lm_lexicon_slang,1,0,127,138
"throughout their history canadians have opposed a large peacetime standing army, which is why the canadian army is so small",canadian army,slang,lm_lexicon_slang,0,1,98,111
a dalek can hovertate up a staircase,hovertate,slang,lm_lexicon_slang,1,0,12,21
i hear your wife goes like a tramp eating a bag of chips,goes like a tramp eating a bag of chips,slang,lm_lexicon_slang,0,1,17,56
hey dude lets go smoke a chuey bowl,chuey,slang,lm_lexicon_slang,1,0,25,30
do you like crabby?? if you are a straight male you love crabby,crabby,slang,lm_lexicon_slang,1,0,12,18
"when billy masterbates, he gets shmeg all over the place",shmeg,slang,lm_lexicon_slang,1,0,32,37
do i dare eat to a peach,peach,slang,lm_lexicon_slang,1,0,19,24
">so he says he'll get its right back to me, but i know eric is really unreliable >>man, thats some dirty money",dirty money,slang,lm_lexicon_slang,0,1,99,110
i have a real sweaty causeif after basketball,causeif,slang,lm_lexicon_slang,1,0,21,28
"""as members of the microwave generation we have become so impatient, we find ourselves standing in front of the microwave tapping our foot yelling ""come on 15 seconds",microwave generation,slang,lm_lexicon_slang,0,1,19,39
*everyidtaken baits bwlian with a young unprotected child <bwlian> hey,bwlian,slang,lm_lexicon_slang,1,0,20,26
muhammed broke his shock arab drifting around my culdasac,arab drifting,slang,lm_lexicon_slang,0,1,25,38
susan was put through a rigorous session of dildoation in order to join the sorority,dildoation,slang,lm_lexicon_slang,1,0,44,54
i want her to come to the party but she will often cry off at the last minute,cry off,slang,lm_lexicon_slang,0,1,51,58
yo shane i just got some bexus from rachel and makyla,bexus,slang,lm_lexicon_slang,1,0,25,30
"""dude i totally got blasted by an escalator fart ""i know,i hate riding up and being the man at the top, cuz you know everyone is thinking it was you""""",escalator fart,slang,lm_lexicon_slang,0,1,34,48
are we ever gunna get off the ground? that's debatable if you're on a boeing 767,boeing 767,slang,lm_lexicon_slang,0,1,70,80
wow he's a glazehead,glazehead,slang,lm_lexicon_slang,1,0,11,20
how was your flight? it was ok but you should have seen the fright attendant,fright attendant,slang,lm_lexicon_slang,0,1,60,76
"last halloween john took a dumpkin in janes jack-o-lantern to pay her back for being such a bitch, but she found out and baked him a dumpkin pie",dumpkin,slang,lm_lexicon_slang,1,0,27,34
i go dun a jinkie again,jinkie,slang,lm_lexicon_slang,1,0,11,17
person 1: yo what high school do you wanna go to? person 2: charlotte high school baby,charlotte high school,slang,lm_lexicon_slang,0,1,60,81
"amanda was unsure of her ability to stay out of james' pants during their date, so she made sure to leave herself a little chastity pelt",chastity pelt,slang,lm_lexicon_slang,0,1,123,136
"don't mess with her, she's mah bitchcandie",bitchcandie,slang,lm_lexicon_slang,1,0,31,42
look at that goofy canuck in his canadian tuxedo,canadian tuxedo,slang,lm_lexicon_slang,0,1,33,48
troll 1: that guy is such a cardboard,cardboard,slang,lm_lexicon_slang,1,0,28,37
"if you want a sword, at least get something that'll stop a tank, a claymore",claymore,slang,lm_lexicon_slang,1,0,67,75
i went to work with a mad case of fanus from to much chicken wings and beer the night before,fanus,slang,lm_lexicon_slang,1,0,34,39
he is very anzel,anzel,slang,lm_lexicon_slang,1,0,11,16
dan the arse pirate sails the seven seas on his poo canoe,arse pirate,slang,lm_lexicon_slang,0,1,8,19
christina milian is fine as hell,christina milian,slang,lm_lexicon_slang,0,1,0,16
"""this dawg cost a whole lotta dango",dango,slang,lm_lexicon_slang,1,0,30,35
john: it was so funny when i poked a hole in wayne's condom ben: that was such a dog act,dog act,slang,lm_lexicon_slang,0,1,81,88
there was a swinging grolly hangihng from the bus ceiling,grolly,slang,lm_lexicon_slang,1,0,21,27
danfan is better than kobe byrant,danfan,slang,lm_lexicon_slang,1,0,0,6
she is totally doing a dunbar,dunbar,slang,lm_lexicon_slang,1,0,23,29
jon left his cum cloth on the teachers desk,cum cloth,slang,lm_lexicon_slang,0,1,13,22
why don't you just darb off,darb,slang,lm_lexicon_slang,1,0,19,23
hey darb hows it goin?,darb,slang,lm_lexicon_slang,1,0,4,8
"i was abducted by some aliens and anal probed last night, but my friend told me it was really division 78",division 78,slang,lm_lexicon_slang,0,1,94,105
hey look what is that its just cocoa pops,cocoa pops,slang,lm_lexicon_slang,0,1,31,41
i hate banana republic,banana republic,slang,lm_lexicon_slang,0,1,7,22
when that chick spilled water between her big ass titties it came out her boobgina and made a wet spot in her shirt,boobgina,slang,lm_lexicon_slang,1,0,74,82
the soynuts made him feel healous and he wanted to run away,healous,slang,lm_lexicon_slang,1,0,26,33
the loud black man in the movies was being very beniggerant,beniggerant,slang,lm_lexicon_slang,1,0,48,59
girl: i would have given him a bj but he'd totally been brown balling,brown balling,slang,lm_lexicon_slang,0,1,56,69
"the canoe jousting competition was a real sucess last year, except for mark",canoe jousting,slang,lm_lexicon_slang,0,1,4,18
today is december 23 - it's christmas adam,christmas adam,slang,lm_lexicon_slang,0,1,28,42
mirah be boo-luvin it up all night on the phone wit ty,boo-luvin,slang,lm_lexicon_slang,0,1,9,18
rex: aahhhh i bagged rory yesterday,bagged,slang,lm_lexicon_slang,1,0,14,20
eric was headacheful after amber and kim slapped him on each side of his head with the left and right hand,headacheful,slang,lm_lexicon_slang,1,0,9,20
that girl is being a total cuntosuarus,cuntosuarus,slang,lm_lexicon_slang,1,0,27,38
"""nick: ""oh prakrit look at that man hiding in that tree he has a raging boner for those wings"" prakrit: """"he's such a stephen",a stephen,slang,lm_lexicon_slang,0,1,116,125
"""wow that girl is funny, she must be an snatinsky",snatinsky,slang,lm_lexicon_slang,1,0,40,49
"wow, hes never going to download that file, hes such a crumplemore",crumplemore,slang,lm_lexicon_slang,1,0,55,66
"that girl's so fly, i bet her name's lorraine",lorraine,slang,lm_lexicon_slang,1,0,37,45
you durse wagon,durse wagon,slang,lm_lexicon_slang,0,1,4,15
when he arived at the hospital they took him to the er and after ten minutes was opd,opd,slang,lm_lexicon_slang,1,0,81,84
there's too much fiction in real-life these days,fiction,slang,lm_lexicon_slang,1,0,17,24
dede: mana dompet lu? asep: anjing,anjing,slang,lm_lexicon_slang,1,0,28,34
"""*me day dreaming and staring into space, coincidentally looking straight at a girl* hot girl: omg, why are you staring at my rack??? fucking perv me: ""fuck""""",day dreaming,slang,lm_lexicon_slang,0,1,5,17
hey kaytlyn lookin good,kaytlyn,slang,lm_lexicon_slang,1,0,4,11
i got the squirts so bad that i was on display in that restroom,on display,slang,lm_lexicon_slang,0,1,36,46
"steve came over to help me build the deck, but he's about as useful as an arse full of roasted snow",arse full of roasted snow,slang,lm_lexicon_slang,0,1,74,99
"i caught robertson flexing in the mirror again, that dude is such a chadbag",chadbag,slang,lm_lexicon_slang,1,0,68,75
did you see the bong envy on brendan's face as he was watching clayton pull that last cone,bong envy,slang,lm_lexicon_slang,0,1,16,25
i've got a big callum edens coming on,callum edens,slang,lm_lexicon_slang,0,1,15,27
"i downloaded this file, but the crc detected an error",crc,slang,lm_lexicon_slang,1,0,32,35
"""i was on that baluma flame last night",baluma flame,slang,lm_lexicon_slang,0,1,15,27
look he/she is acting like daavvaa,daavvaa,slang,lm_lexicon_slang,1,0,27,34
david had 3 bloody mary's and his text are already blackblurry,blackblurry,slang,lm_lexicon_slang,1,0,51,62
so sad blake and peyton didn't work out,blake and peyton,slang,lm_lexicon_slang,0,1,7,23
"""i had to pre-flush twice just to avoid hawaii'ing",hawaii'ing,slang,lm_lexicon_slang,0,1,40,50
i can't facking believe ryan pate is such a plagiarizer,facking,slang,lm_lexicon_slang,1,0,8,15
sidney is facking jake's facebook account and while doing so left a facebook comment on his wall saying: 'xoxoxo hakd by sidney lul luvyu',facking,slang,lm_lexicon_slang,1,0,10,17
snooki is an avanelle because she like pickles,avanelle,slang,lm_lexicon_slang,1,0,13,21
"""did you see the little fuckin mars bars in the movie?",mars bars,slang,lm_lexicon_slang,0,1,31,40
he's a lil couch potato,couch potato,slang,lm_lexicon_slang,0,1,11,23
this christ-a-roni kid flipped a hard b in biology today and stormed outta class,christ-a-roni,slang,lm_lexicon_slang,0,1,5,18
henry said that the girl was pretty hot but he saw her ass hawk when she gave him the leg over,ass hawk,slang,lm_lexicon_slang,0,1,55,63
i'm having after shittle,after shittle,slang,lm_lexicon_slang,0,1,11,24
i love me some apachito,apachito,slang,lm_lexicon_slang,1,0,15,23
hey i just double dropped two playstations,playstations,slang,lm_lexicon_slang,1,0,30,42
"iona island, it's the best place",iona,slang,lm_lexicon_slang,1,0,0,4
tim never did his homework and eventually failed chemistry due to his constant procrasturbation when he was supposed to be studying,procrasturbation,slang,lm_lexicon_slang,1,0,79,95
man that party was a total cockloaf,cockloaf,slang,lm_lexicon_slang,1,0,27,35
"dude, this pat� smells like fent",fent,slang,lm_lexicon_slang,1,0,28,32
"london bridge is falling down, falling down, falling down",london bridge,slang,lm_lexicon_slang,0,1,0,13
that hug was so shippy,shippy,slang,lm_lexicon_slang,1,0,16,22
"ahhh, if i could only get into vicky's beautiful cunge",cunge,slang,lm_lexicon_slang,1,0,49,54
"that is um, like one of those scary-peoples apple-gate knives on your chest isn't it?",apple-gate,slang,lm_lexicon_slang,0,1,44,54
you are such a delphina,delphina,slang,lm_lexicon_slang,1,0,15,23
"after those jerks posted those nasty comments to my blog, i had to go into decommentamination mode on the post",decommentamination,slang,lm_lexicon_slang,1,0,75,93
"yes, i'm a dinky die ridgy didge true blue fair dinkum dead set wanker",dinky die ridgy didge true blue fair dinkum dead set wanker,slang,lm_lexicon_slang,0,1,11,70
"omg, suzie, did you see libby's pink ipod mini",ipod mini,slang,lm_lexicon_slang,0,1,37,46
"oh, fucksicle",fucksicle,slang,lm_lexicon_slang,1,0,4,13
we were having so much fun until that queezer showed up,queezer,slang,lm_lexicon_slang,1,0,38,45
abdo waited until i fell asleep with my mouth slightly open and proceeded to give me an arabian phone shuffle,arabian phone shuffle,slang,lm_lexicon_slang,0,1,88,109
"""dang that tatto that she just got on her back is so high desert",high desert,slang,lm_lexicon_slang,0,1,53,64
damn i drank so much last night i rode the blackout express,blackout express,slang,lm_lexicon_slang,0,1,43,59
those bug spray websites on the internet are great,bug spray,slang,lm_lexicon_slang,0,1,6,15
"one [guido] said to the other guido, i beer koozied this [bootylicious] chick up against the wall in the alley outside the club last night, [fist pump]",beer koozied,slang,lm_lexicon_slang,0,1,39,51
damn he is chiraag,chiraag,slang,lm_lexicon_slang,1,0,11,18
lowell is the armpit of massachusetts,lowell,slang,lm_lexicon_slang,1,0,0,6
"when i was performing cunnilingus, i found pink toliet paper aka clitty-litter",clitty-litter,slang,lm_lexicon_slang,0,1,65,78
"i'm writing this stupid french paper right now that has to be 500 words, and i've already bullshat 340",bullshat,slang,lm_lexicon_slang,1,0,90,98
"""lil' weezy - pussy money weed: ""clothes are overrated, panties are debated einstein",einstein,slang,lm_lexicon_slang,1,0,76,84
hitler's ideology of the jews was in large part claytonistic,claytonistic,slang,lm_lexicon_slang,1,0,48,60
"we cut to a large, hairy object",cut to,slang,lm_lexicon_slang,0,1,3,9
ramen noodle is cheppa tai my damie,cheppa tai,slang,lm_lexicon_slang,0,1,16,26
831 men r pimpin 831 ladies r fine,831,slang,lm_lexicon_slang,1,0,0,3
fanboy:i made a youtube video insulting chad warden despite being a loser myself,chad warden,slang,lm_lexicon_slang,0,1,40,51
"the dormitories at the particular college on average cost approximately 900 dollars per month, not including the cost of fooding",fooding,slang,lm_lexicon_slang,1,0,121,128
"dude, i just droppped an 8-laner shit in your mom's toilet",8-laner,slang,lm_lexicon_slang,0,1,25,32
if you are a marcus,marcus,slang,lm_lexicon_slang,1,0,13,19
aethe doesn't like little girls; he's a boyophile,boyophile,slang,lm_lexicon_slang,1,0,40,49
"fuck me, i was munted last night",munted,slang,lm_lexicon_slang,1,0,15,21
tina demps is a neff,neff,slang,lm_lexicon_slang,1,0,16,20
omfg joe gibbs and the redskins just swept the cowboys,joe gibbs,slang,lm_lexicon_slang,0,1,5,14
as the white girl walked by the nikka he called out hey baby ross,baby ross,slang,lm_lexicon_slang,0,1,56,65
"i cant believe you hooked up with that barrel ass last night, bitch had to turn sideways to walk out the door",barrel ass,slang,lm_lexicon_slang,0,1,39,49
guy #1: i want a jasmine kinda girl,jasmine,slang,lm_lexicon_slang,1,0,17,24
whaddup idiotica,idiotica,slang,lm_lexicon_slang,1,0,8,16
the [mamacita] es una asaltacunas,asaltacunas,slang,lm_lexicon_slang,1,0,22,33
the yamaha raptor 700r will never touch the suzki ltr 450 due to its high level of blingtonium,blingtonium,slang,lm_lexicon_slang,1,0,83,94
your post in this thread has been deleted for reasons of extreme assiness,assiness,slang,lm_lexicon_slang,1,0,65,73
i hid the weed in my broadway,broadway,slang,lm_lexicon_slang,1,0,21,29
"did they call our row for boarding yet? yep, everybody down the cattle chute",cattle chute,slang,lm_lexicon_slang,0,1,64,76
- where are you going? - to latvia,latvia,slang,lm_lexicon_slang,1,0,28,34
"""yas, you lookin' fierce honty gurrl",gurrl,slang,lm_lexicon_slang,1,0,31,36
i just ate some naan with my hindu homegirl,hindu homegirl,slang,lm_lexicon_slang,0,1,29,43
i'll be playing dofus on my computer,dofus,slang,lm_lexicon_slang,1,0,16,21
"fool-ass sucka: damn, son, what is that stizzench? sucka-ass fool: i ates me some grits this mo'nin' and had me a butt sneeze",butt sneeze,slang,lm_lexicon_slang,0,1,114,125
she is such a bangwhore,bangwhore,slang,lm_lexicon_slang,1,0,14,23
"""ummmmm, detroit steel",detroit steel,slang,lm_lexicon_slang,0,1,9,22
"when the media harps on mitt romney's dog but fails to report on barack obama's brother, this is not media bias because these two things are ethically dissimilar",ethically dissimilar,slang,lm_lexicon_slang,0,1,141,161
"from the eastcoast ballers to the westcoast riders, dj uneek and violator presents the ghetto's top dogs",dj uneek,slang,lm_lexicon_slang,0,1,52,60
brett is a online warrior and is bad,online warrior,slang,lm_lexicon_slang,0,1,11,25
guy 1: wheres tony today? guy 2: ha he's being a braithwaite today,braithwaite,slang,lm_lexicon_slang,1,0,49,60
i started hitting the wall until i used the buffet arm,buffet arm,slang,lm_lexicon_slang,0,1,44,54
"""oh no hes going avacado on us",avacado,slang,lm_lexicon_slang,1,0,17,24
"i got so big, and she started gagging, next thing i knew she started to dickvomit",dickvomit,slang,lm_lexicon_slang,1,0,72,81
the bwv is hella tight,bwv,slang,lm_lexicon_slang,1,0,4,7
are you ready love here comes the baby gravey,baby gravey,slang,lm_lexicon_slang,0,1,34,45
aww man tony was so faded last night that he ducked up so hard,ducked up,slang,lm_lexicon_slang,0,1,45,54
"after eating too many snails, he was able to degurgitate by swallowing rapidly and rocking back and forth",degurgitate,slang,lm_lexicon_slang,1,0,45,56
che,che,slang,lm_lexicon_slang,1,0,0,3
i pulled a carl colimon during my lunch hour today,carl colimon,slang,lm_lexicon_slang,0,1,11,23
"my dogs bark at everything, and it's extremely annoysing",annoysing,slang,lm_lexicon_slang,1,0,47,56
that emo know-it-all fag boy is a tardbilly,tardbilly,slang,lm_lexicon_slang,1,0,34,43
boymilk is a damn cute word,boymilk,slang,lm_lexicon_slang,1,0,0,7
that guy is boring,guy,slang,lm_lexicon_slang,1,0,5,8
"man, you cappin out your booty hole",cappin,slang,lm_lexicon_slang,1,0,9,15
alex: that girl caroline is a sexy [beast] samantha: ugh i totally hate her,caroline,slang,lm_lexicon_slang,1,0,16,24
"jerome wouldn't shut the fuck up about how big his black penis was, so one day after gym i yanked the shower curtain back, exposing his little black needle dick",black penis,slang,lm_lexicon_slang,0,1,51,62
the alcohol civilization theory was invented by me as a joke,alcohol civilization theory,slang,lm_lexicon_slang,0,1,4,31
"""ouch, my girlfriend fell asleep on my hand and now it's all fringly",fringly,slang,lm_lexicon_slang,1,0,61,68
"""' thats some huge ass blibnit' ""or shit"" this party is the blibnit",blibnit,slang,lm_lexicon_slang,1,0,23,30
"josh is gettin boomerang money cause he and scott went to the club, made it rain and made double that money the next day",boomerang money,slang,lm_lexicon_slang,0,1,15,30
gimme a venti latte with extra foam,latte,slang,lm_lexicon_slang,1,0,14,19
i'll have the king crab claw alaskatizers,alaskatizers,slang,lm_lexicon_slang,1,0,29,41
ayshia is the best,ayshia,slang,lm_lexicon_slang,1,0,0,6
"""i feel so cadillistic ""i am a cadillistic player""""",cadillistic,slang,lm_lexicon_slang,1,0,11,22
"""(1) ""i just can't get used to this fast time",fast time,slang,lm_lexicon_slang,0,1,36,45
omg look a fizzy eeuw,fizzy,slang,lm_lexicon_slang,1,0,11,16
go boomie,boomie,slang,lm_lexicon_slang,1,0,3,9
hey look at this cool shirt i got air whale,air whale,slang,lm_lexicon_slang,0,1,34,43
person 1: why are you frolicking through that meadow? person 2: i am listening to frolic house,frolic house,slang,lm_lexicon_slang,0,1,82,94
"ils me cassent les couilles, je vais les buter : they're breaking my balls, i'm going to bump off them",buter,slang,lm_lexicon_slang,1,0,41,46
"""g-""ya reckon we'll put on our hoffman lenses this weekend?"" r-""yeah, why not; i'll get some 'cid off gerald later",hoffman lenses,slang,lm_lexicon_slang,0,1,31,45
that white girl shelby a bamper for not twerking tho,bamper,slang,lm_lexicon_slang,1,0,25,31
the designer dog is the latest accessory for the well-groomed urban woman,designer dog,slang,lm_lexicon_slang,0,1,4,16
"""and god called upon gabriel with a message for a virgin named mary",gabriel,slang,lm_lexicon_slang,1,0,21,28
a bizmark donut is not part of a healthy relationship,bizmark donut,slang,lm_lexicon_slang,0,1,2,15
have you seen balissa today?,balissa,slang,lm_lexicon_slang,1,0,14,21
"dude, i just speared that sponger as he tryed to drop in on me from way out side",sponger,slang,lm_lexicon_slang,1,0,26,33
dude she totally wore cum socks last night,cum socks,slang,lm_lexicon_slang,0,1,22,31
"wow, that guy is bivvy",bivvy,slang,lm_lexicon_slang,1,0,17,22
i'm training budo [bujutsu],budo,slang,lm_lexicon_slang,1,0,13,17
the engineer was constiplating on how to build a water plant,constiplating,slang,lm_lexicon_slang,1,0,17,30
every doin dat chicken noodle soup dance need to go jump off brooklyn bridge,chicken noodle soup,slang,lm_lexicon_slang,0,1,15,34
some claim hu�scar to be the legitimate son of huayna capac and atahualpa to be the illegitimate,atahualpa,slang,lm_lexicon_slang,1,0,64,73
"not wanting to sleep with richard, and knowing that he disliked fat chicks, janet donned her cowmooflage",cowmooflage,slang,lm_lexicon_slang,1,0,93,104
"he is soo funny, his name must be daryl :)",daryl,slang,lm_lexicon_slang,1,0,34,39
"i am happy to have many strains of escherichia coli in my stomach right now, but i'd like to avoid e. coli o157:h7",e. coli,slang,lm_lexicon_slang,0,1,99,106
"""the bulkus glanced at a picture of a lean bodybuilder and laughed to himself ""hah",bulkus,slang,lm_lexicon_slang,1,0,5,11
"wow, your girlfriend really is built like a brick shithouse",built like a brick shithouse,slang,lm_lexicon_slang,0,1,31,59
"come closer, bolshevika",bolshevika,slang,lm_lexicon_slang,1,0,13,23
(guy stares at girls boobs) josh: your airbags are huge taylor: oi na,airbags,slang,lm_lexicon_slang,1,0,39,46
dibs on definition 1,dibs,slang,lm_lexicon_slang,1,0,0,4
karlie will you hock your box when we are married still,hock your box,slang,lm_lexicon_slang,0,1,16,29
man my girlfriend is such a brittain,brittain,slang,lm_lexicon_slang,1,0,28,36
christine touched her hand to erik's face and he had a phantomgasm,phantomgasm,slang,lm_lexicon_slang,1,0,55,66
that 3-hour workout was burnalicious,burnalicious,slang,lm_lexicon_slang,1,0,24,36
damn i woke with gill breath,gill breath,slang,lm_lexicon_slang,0,1,17,28
"i've heard a lot of records, but that one i just bought is durst",durst,slang,lm_lexicon_slang,1,0,59,64
"hay guyz, what's going on",hay,slang,lm_lexicon_slang,1,0,0,3
fear amon,amon,slang,lm_lexicon_slang,1,0,5,9
nicole always pulls a dirty nicole when shes with mike,dirty nicole,slang,lm_lexicon_slang,0,1,22,34
[he is the agariah of the highest order],agariah,slang,lm_lexicon_slang,1,0,11,18
"boy, jill made some wonderful schmatz",schmatz,slang,lm_lexicon_slang,1,0,30,37
he likes bitch-nibbling,bitch-nibbling,slang,lm_lexicon_slang,0,1,9,23
i gave her such a blunkett last night she mistook her tampon for a ciggy,blunkett,slang,lm_lexicon_slang,1,0,18,26
buggery bollocks i've just sat in a puddle and now my trousers are soaked,buggery bollocks,slang,lm_lexicon_slang,0,1,0,16
kathy was working all weekend on some new necklace creations and made a big pile of bead poop in the process,bead poop,slang,lm_lexicon_slang,0,1,84,93
"after john had butt sex his poop the next day was filled with cum, resulting in cummy poopy",cummy poopy,slang,lm_lexicon_slang,0,1,80,91
mr. e does it better than you can,mr. e,slang,lm_lexicon_slang,0,1,0,5
what fucking dick smudge has left a dick smudge on me curtains,dick smudge,slang,lm_lexicon_slang,0,1,13,24
"fuck-off, you cock-bite",cock-bite,slang,lm_lexicon_slang,0,1,14,23
that is one mighty fine kegg,kegg,slang,lm_lexicon_slang,1,0,24,28
"""oh man, i almost threw up after downing that clugger",clugger,slang,lm_lexicon_slang,1,0,46,53
did dan grow a mustache or just throw down a dirty barnes,dirty barnes,slang,lm_lexicon_slang,0,1,45,57
"""'omg, will u people, chaaa",chaaa,slang,lm_lexicon_slang,1,0,22,27
"""i pray his joe bidense isn't contagious",joe bidense,slang,lm_lexicon_slang,0,1,12,23
i got a boner from watching that chick eat that meat log on epic meal time,epic meal time,slang,lm_lexicon_slang,0,1,60,74
"josh: dude, are we bro-ing out tonight? ian: no man",bro-ing out,slang,lm_lexicon_slang,0,1,19,30
"man, that kid loves the cizock",cizock,slang,lm_lexicon_slang,1,0,24,30
i need to go to 7-11 to pick up a bropholactic so i can manfuck my bro john,bropholactic,slang,lm_lexicon_slang,1,0,34,46
the sharticles on her pillow caused her to get pink eye,sharticles,slang,lm_lexicon_slang,1,0,4,14
a 7 year old called me a cunt and a fatass today,7 year old,slang,lm_lexicon_slang,0,1,2,12
"did you see that girl aniecea ? yes she's beautiful, i want her so bad who doesn't ?",aniecea,slang,lm_lexicon_slang,1,0,22,29
we can't go to the club until i get my safety buzz at home,safety buzz,slang,lm_lexicon_slang,0,1,39,50
timmy was late to make the confluence with the others,confluence,slang,lm_lexicon_slang,1,0,27,37
the theatre class was forbidden from participating in a play wherein they would perform a devil square,devil square,slang,lm_lexicon_slang,0,1,90,102
what are you doing? nothing what are you doing? women,what are you doing?,slang,lm_lexicon_slang,0,1,0,19
loren: i met a [guy] yesterday sara: what's his name? loren: easten,easten,slang,lm_lexicon_slang,1,0,61,67
the micha of the girl is hairy,micha,slang,lm_lexicon_slang,1,0,4,9
eli lowell asked ugliest girl out and got rejected,eli lowell,slang,lm_lexicon_slang,0,1,0,10
"latisha: my boyfriend left me for a white girl lashaundra : shawg , thats bonzigga ( messed up)",bonzigga,slang,lm_lexicon_slang,1,0,74,82
"bro, the other night we got some strippers and had them aladdins magic carpet through the living room",aladdins magic carpet,slang,lm_lexicon_slang,0,1,56,77
"""that bitch has fifteen pictures, all of witch she's making a duckface",duckface,slang,lm_lexicon_slang,1,0,62,70
your my bfflk,bfflk,slang,lm_lexicon_slang,1,0,8,13
that is just some bsc behavior,bsc,slang,lm_lexicon_slang,1,0,18,21
me and jack got some beer garage hopping last week,garage hopping,slang,lm_lexicon_slang,0,1,26,40
tommy chong's got some fucking crazy eyes,crazy eyes,slang,lm_lexicon_slang,0,1,31,41
let's smoke this jizzle,jizzle,slang,lm_lexicon_slang,1,0,17,23
"blow through your front make it go out your back yo i got 50 shots, blow out the mac",mac,slang,lm_lexicon_slang,1,0,81,84
shming is a bing bong hoobin doobin who floats in the bathtub,bing bong hoobin doobin,slang,lm_lexicon_slang,0,1,12,35
you're being such a blanket ehree stop ehreeing you're the original blanket ehree,blanket ehree,slang,lm_lexicon_slang,0,1,20,33
she thinks she's different but she's really just a conformist sheep,different,slang,lm_lexicon_slang,1,0,17,26
"hey, did you hear about how anna stalks zach braff? yeah, she's being such a bommarito",bommarito,slang,lm_lexicon_slang,1,0,77,86
