sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset,split,dataset_group,id
"trình bày ở phần đầu . Tuy nhiên chúng ta cũng thấy rằng trên các bộ TMN , TMN - title , The Irish Times thì iDropout với dr = 0 cũng có hiện",TMN,acronym,sdu_aaai22_ae_vietnamese,1,0,69,72,train,vietnamese,
"Cuối cùng , NPMI cho toàn bộ K chủ đề là : Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 58",NPMI,acronym,sdu_aaai22_ae_vietnamese,1,0,12,16,train,vietnamese,
"Cuối cùng , NPMI cho toàn bộ K chủ đề là : Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 58",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,103,114,train,vietnamese,
Bảng 0.1 Tham số tốt nhất cho PMNIST EWC,PMNIST,acronym,sdu_aaai22_ae_vietnamese,1,0,30,36,train,vietnamese,
Bảng 0.1 Tham số tốt nhất cho PMNIST EWC,EWC,acronym,sdu_aaai22_ae_vietnamese,1,0,37,40,train,vietnamese,
"Đồng thời cũng xin gửi lời cảm ơn tới các em Nguyễn Đức Tùng , Nguyễn Bá Khải - sinh viên lớp CNTT2.04 Khoá 60 và anh Trương Giang Khang - cựu sinh viên lớp KSTN CNTT Khoá 58 , trường đại học Bách Khoa Hà Nội , cũng đều là",CNTT2,acronym,sdu_aaai22_ae_vietnamese,1,0,94,98,train,vietnamese,
"Đồng thời cũng xin gửi lời cảm ơn tới các em Nguyễn Đức Tùng , Nguyễn Bá Khải - sinh viên lớp CNTT2.04 Khoá 60 và anh Trương Giang Khang - cựu sinh viên lớp KSTN CNTT Khoá 58 , trường đại học Bách Khoa Hà Nội , cũng đều là",KSTN CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,157,166,train,vietnamese,
"Sử ảnh hưởng của đại lượng σ 2 lên hiệu suất của iDropout là rất rõ ràng trong hình 9 Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,146,157,train,vietnamese,
Phương pháp Hierarchical Power Priors ( HPP ) được trình bày dưới đây có thể giải quyết tốt các vấn đề đó . Các tác giả của HPP có ý tưởng sử dụng một mô hình chuyển dịch ( transition,HPP,acronym,sdu_aaai22_ae_vietnamese,1,0,40,43,train,vietnamese,
"những đặc điểm quan trọng trong hành vi người dùng và đưa ra gợi ý thích hợp . Thử nghiệm cho thấy mô hình học biểu diễn đề xuất cho kết quả tốt hơn so với LDA truyền thống , các văn bản có tính diễn giải theo chủ đề , đồng thời áp dụng",LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,156,159,train,vietnamese,
Chữ ký của GVHD Bộ môn : Hệ thống thông tin,GVHD,acronym,sdu_aaai22_ae_vietnamese,1,0,11,15,train,vietnamese,
Độ đo HR@K mới chỉ quan tâm đến sự xuất hiện của test item trong top K . Độ đo NDCG quan tâm đến cả xếp hạng của test item trong,NDCG,acronym,sdu_aaai22_ae_vietnamese,1,0,79,83,train,vietnamese,
Độ đo HR@K mới chỉ quan tâm đến sự xuất hiện của test item trong top K . Độ đo NDCG quan tâm đến cả xếp hạng của test item trong,HR@K,acronym,sdu_aaai22_ae_vietnamese,0,1,6,10,train,vietnamese,
"- Thể loại thường là cụm từ . Từ những lập luận trên , tác giã đã đề xuất mô hình NAML nhằm khai thác được",NAML,acronym,sdu_aaai22_ae_vietnamese,1,0,82,86,train,vietnamese,
"Hàm aout và h tương tự như trong mô hình GMF . Đối với các hàm kích hoạt ax , ta có thể tùy ý lựa",GMF,acronym,sdu_aaai22_ae_vietnamese,1,0,41,44,train,vietnamese,
Hình dưới là kết quả huấn luyện với những learning rate schedule s khác nhau . Hình 8 So sánh hiệu năng của mô hình HAN trên các learning rate schedule s khác nhau,HAN,acronym,sdu_aaai22_ae_vietnamese,1,0,116,119,train,vietnamese,
"Phần này bao gồm các phương pháp từ rất sơ khai như Denoising auto encoder , split -brain autoencoders cho đến những phương pháp có thể xem là hiện đại nhất ( SOTA ) trong hướng nghiên cứu này trong một năm trờ lại đây như",SOTA,acronym,sdu_aaai22_ae_vietnamese,1,0,159,163,train,vietnamese,
"Đối với MTL thì việc các tác vụ chia sẻ chung một tầng ẩn nó làm tăng dữ liệu học cho mô hình . Trong khi học một tác vụ , mô hình cố gắng tối ưu sao cho đạt được kết quả",MTL,acronym,sdu_aaai22_ae_vietnamese,1,0,8,11,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT . .",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,60,71,train,vietnamese,
"Đối với tập dữ liệu MIND , các mô hình được thử nghiệm với các phiên bản News Encoder khác nhau , nhằm đánh giá tác động của News Encoder và độ phù hợp của các cách tiếp cận cụ thể :",MIND,acronym,sdu_aaai22_ae_vietnamese,1,0,20,24,train,vietnamese,
3.5 Mô hình học HAN........................................................................................... 15,HAN.,acronym,sdu_aaai22_ae_vietnamese,1,0,16,19,train,vietnamese,
"xúc văn bản , có thể áp dụng cho các bài toán phân tích đánh giá của người dùng về sản phẩm , đồ ăn , nhà hàng . Bên cạnh đó , giá trị nghiên cứu của mô hình học HAN",HAN,acronym,sdu_aaai22_ae_vietnamese,1,0,162,165,train,vietnamese,
"p ( β | η ) p ( W | C , β ) Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,88,99,train,vietnamese,
"pháp sau : Phương pháp 1 : PDTB - Lin ( Lin et al. , 2009 ) sử dụng các phần 2 - 21 , 22 , 23 tương ứng làm tập dữ liệu training , dev , test .",PDTB - Lin,acronym,sdu_aaai22_ae_vietnamese,0,1,27,37,train,vietnamese,
"pháp sau : Phương pháp 1 : PDTB - Lin ( Lin et al. , 2009 ) sử dụng các phần 2 - 21 , 22 , 23 tương ứng làm tập dữ liệu training , dev , test .",dev,acronym,sdu_aaai22_ae_vietnamese,1,0,131,134,train,vietnamese,
"đó nhóm các phương pháp tiếp cận theo hướng Bayesian Inference đã đạt được nhiều thành tựu đáng kể . Trong nhóm các phương pháp này , hai frame work variational continual learning ( VCL )",VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,182,185,train,vietnamese,
Hình 2 . 3 Giải thuật cho VCL 11 VCL là một phương pháp tổng quát trong Học liên tục có khả năng giải quyết,VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,26,29,train,vietnamese,
được cập nhật và các key cũng sẽ lưu trữ những thông tin khác so với các key trước ) . Cập nhật bằng momentum : Một điểm khác biệt nữa của mô hình MOCO với,MOCO,acronym,sdu_aaai22_ae_vietnamese,1,0,147,151,train,vietnamese,
"Đồng thời , phân bố dữ liệu trên tập Pega và tập MIND khác nhau . Do đó , các độ đo trên tập Pega sẽ có sự khác biệt lớn hơn trên",MIND,acronym,sdu_aaai22_ae_vietnamese,1,0,49,53,train,vietnamese,
"2.3. 4 Nhận xét Với cách khai thác vào sở thích ngắn hạn và sở thích dài hạn của User , mô hình LSTUR đã cho kết quả tốt hơn các mô hình Deep Learning đơn thuần khác . Tất",LSTUR,acronym,sdu_aaai22_ae_vietnamese,1,0,96,101,train,vietnamese,
"được gọi là ( variational ) cận dưới hay lower bound ( ELBO ) của xác suất biên khả năng xảy ra của điểm dữ liệu x ( i ) . Do đó , từ ( 3. 1 ) ta có thể suy ra :",ELBO,acronym,sdu_aaai22_ae_vietnamese,1,0,55,59,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Trọng Nhật , 20143316 , K59 , Lớp KSTN - CNTT 29 4 CÁC MÔ HÌNH ĐỀ XUẤT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,63,74,train,vietnamese,
"Các quan điểm trên về cơ bản tương tự mô hình LSTUR , tuy nhiên cách tiếp cận để khai thác các quan điểm sẽ dựa trên mô hình BERT . Kiến trúc tổng quan của mô hình đề xuất được minh họa bằng hình dưới đây :",LSTUR,acronym,sdu_aaai22_ae_vietnamese,1,0,46,51,train,vietnamese,
"Các quan điểm trên về cơ bản tương tự mô hình LSTUR , tuy nhiên cách tiếp cận để khai thác các quan điểm sẽ dựa trên mô hình BERT . Kiến trúc tổng quan của mô hình đề xuất được minh họa bằng hình dưới đây :",BERT,acronym,sdu_aaai22_ae_vietnamese,1,0,125,129,train,vietnamese,
"pair ) . Trong bài báo người ta kết hợp 3 phép DA : randomcropping ( đưa ảnh về một kích cỡ cố định ) , random color distortions ( biến đổi màu của ảnh ) và",DA,acronym,sdu_aaai22_ae_vietnamese,1,0,47,49,train,vietnamese,
"sánh với các phương pháp SSL khác hoặc các phương pháp học có giám sát tương ứng . Có nhiều cách để tính ra kết quả trong bước này , như đưa biểu diễn ẩn vào",SSL,acronym,sdu_aaai22_ae_vietnamese,1,0,25,28,train,vietnamese,
K-means cùng với SOM và Hierarchical Clustering là ba thuật toán phân cụm được sử dụng phổ biến nhất được dùng cho loại dữ liệu này [ 51 ] .,SOM,acronym,sdu_aaai22_ae_vietnamese,1,0,17,20,train,vietnamese,
"vẫn nhỉnh hơn đáng kể ở hầu hết các giá trị của k . Mô hình ITE -onehot Sinh viên thực hiện : Nguyễn Trọng Nhật , 20143316 , K59 , Lớp KSTN - CNTT",ITE -onehot,acronym,sdu_aaai22_ae_vietnamese,0,1,60,71,train,vietnamese,
"vẫn nhỉnh hơn đáng kể ở hầu hết các giá trị của k . Mô hình ITE -onehot Sinh viên thực hiện : Nguyễn Trọng Nhật , 20143316 , K59 , Lớp KSTN - CNTT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,135,146,train,vietnamese,
"Kịch bản gia tăng về miền dữ liệu Trong thử nghiệm này , bộ dữ liệu PMNIST sẽ được sử dụng như mô tả trong 4 . 1 . 1 và một kiến trúc đơn đầu ra sẽ được sử dụng trong quá trình thử nghiệm",PMNIST,acronym,sdu_aaai22_ae_vietnamese,1,0,68,74,train,vietnamese,
VD chỉ ra một lựa chọn duy nhất có thể thỏa mãn yêu cầu đối với phân phối tiên nghiệm đó là một bất biến log - uniform :,VD,acronym,sdu_aaai22_ae_vietnamese,1,0,0,2,train,vietnamese,
"liệu , nhưng lại chưa được sử dụng với mục đích tạo ra các bài toán liên quan đến CL . Ở các mô hình trước đây , các bài toán cho việc học CL thường được định nghĩa từ việc cắt các biểu diễn ẩn từ mạng để dự đoán địa phương từ toàn cục ( trong bài",CL,acronym,sdu_aaai22_ae_vietnamese,1,0,82,84,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Trọng Nhật , 20143316 , K59 , Lớp KSTN - CNTT 6",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,63,74,train,vietnamese,
"cỡ embedding , h là số đầu của self-attention , df f là kích thước tầng ẩn đầu tiên của lớp FFN , t là thời gian huấn luyện và params là số lượng tham số cần huấn luyện T ransf ormer − small",FFN,acronym,sdu_aaai22_ae_vietnamese,1,0,92,95,train,vietnamese,
"4 . 4 Mô hình ITE - 2 Ba mô hình tiếp theo sẽ xây dựng riêng biệt hơn cho hệ thống quảng cáo trực tuyến , nhưng chúng hoàn toàn có thể áp dụng cho những hệ thống có đặc điểm",ITE - 2,acronym,sdu_aaai22_ae_vietnamese,0,1,14,21,train,vietnamese,
"VCL và UCL cũng chứng kiến những cải thiện rõ rệt , độ chính xác trung bình đạt được lần lượt là 98.67 % và 99.73 % . 33",VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,0,3,train,vietnamese,
"VCL và UCL cũng chứng kiến những cải thiện rõ rệt , độ chính xác trung bình đạt được lần lượt là 98.67 % và 99.73 % . 33",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,7,10,train,vietnamese,
"Với các mô hình học sử dụng mạng nơ-ron nhân tạo như CNN , LSTM không sử dụng cơ chế Attention , mặc dù , thể hiện độ chính xác cao hơn so với các method học máy bình thường , nhưng vẫn thấp hơn 2 - 3 % so với mô hình HAN .",CNN,acronym,sdu_aaai22_ae_vietnamese,1,0,53,56,train,vietnamese,
"Với các mô hình học sử dụng mạng nơ-ron nhân tạo như CNN , LSTM không sử dụng cơ chế Attention , mặc dù , thể hiện độ chính xác cao hơn so với các method học máy bình thường , nhưng vẫn thấp hơn 2 - 3 % so với mô hình HAN .",LSTM,acronym,sdu_aaai22_ae_vietnamese,1,0,59,63,train,vietnamese,
"Với các mô hình học sử dụng mạng nơ-ron nhân tạo như CNN , LSTM không sử dụng cơ chế Attention , mặc dù , thể hiện độ chính xác cao hơn so với các method học máy bình thường , nhưng vẫn thấp hơn 2 - 3 % so với mô hình HAN .",HAN,acronym,sdu_aaai22_ae_vietnamese,1,0,218,221,train,vietnamese,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Sinh viên thực hiện : Nguyễn Thế Linh – 20142585 – K59 – Lớp CNTT – TT 2.03 26,CNTT – TT,acronym,sdu_aaai22_ae_vietnamese,0,1,267,276,train,vietnamese,
"Từ kết quả trong bảng trên có thể thấy , mô hình NAML cho kết quả trên các độ đo vượt trội so với các mô hình còn lại , cụ thể : AUC vượt trội 3 % , MRR 3 % , nDCG @ 5 và nDCG @ 10 vượt trội 4 % .",NAML,acronym,sdu_aaai22_ae_vietnamese,1,0,49,53,train,vietnamese,
"Từ kết quả trong bảng trên có thể thấy , mô hình NAML cho kết quả trên các độ đo vượt trội so với các mô hình còn lại , cụ thể : AUC vượt trội 3 % , MRR 3 % , nDCG @ 5 và nDCG @ 10 vượt trội 4 % .",AUC,acronym,sdu_aaai22_ae_vietnamese,1,0,129,132,train,vietnamese,
"Từ kết quả trong bảng trên có thể thấy , mô hình NAML cho kết quả trên các độ đo vượt trội so với các mô hình còn lại , cụ thể : AUC vượt trội 3 % , MRR 3 % , nDCG @ 5 và nDCG @ 10 vượt trội 4 % .",MRR,acronym,sdu_aaai22_ae_vietnamese,1,0,149,152,train,vietnamese,
"Từ kết quả trong bảng trên có thể thấy , mô hình NAML cho kết quả trên các độ đo vượt trội so với các mô hình còn lại , cụ thể : AUC vượt trội 3 % , MRR 3 % , nDCG @ 5 và nDCG @ 10 vượt trội 4 % .",nDCG,acronym,sdu_aaai22_ae_vietnamese,1,0,159,163,train,vietnamese,
"học máy , học sâu trên mạng Internet , và rất nhiều tài liệu , blog về các kiến thức cơ bản trong những lĩnh vực này , tuy nhiên , vẫn chưa có một tài liệu cụ thể nào viết sâu và mang tính giới thiệu tổng hợp về hướng nghiên cứu SSL bằng tiếng Việt .",SSL,acronym,sdu_aaai22_ae_vietnamese,1,0,229,232,train,vietnamese,
"Ngoài ra , một độ đo toàn cục mở rộng mới cho trung tâm bậc có tên là Tendency to Make Hub ( TMH ) được định nghĩa như sau : 23",TMH,acronym,sdu_aaai22_ae_vietnamese,1,0,93,96,train,vietnamese,
"Vấn đề vanishing variance : Theo cách học của SVB cho LDA , khi dữ liệu của minibatch t + 1 đến , λt sẽ được sử dụng làm tham số trong phân phối",SVB,acronym,sdu_aaai22_ae_vietnamese,1,0,46,49,train,vietnamese,
"Vấn đề vanishing variance : Theo cách học của SVB cho LDA , khi dữ liệu của minibatch t + 1 đến , λt sẽ được sử dụng làm tham số trong phân phối",LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,54,57,train,vietnamese,
"Để phân loại câu vào các loại sự kiện , biểu diễn Si được đưa qua một mạng liên kết đầy đủ ( FC ) hai lớp . 2.3.",FC,acronym,sdu_aaai22_ae_vietnamese,1,0,93,95,train,vietnamese,
"Để phân loại câu vào các loại sự kiện , biểu diễn Si được đưa qua một mạng liên kết đầy đủ ( FC ) hai lớp . 2.3.",mạng liên kết đầy đủ,long_form,sdu_aaai22_ae_vietnamese,0,1,70,90,train,vietnamese,
"hơn , đầy đủ hơn so với kết quả mô hình LDA trong hình 1 . 1 . Các chủ đề đã rõ ràng hơn , chi tiết hơn và các từ tập trung vào cùng một khía cạnh cụ thể thay vì",LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,40,43,train,vietnamese,
"• Các mô hình ITE có thể mở rộng từ hai nhóm hành vi thành nhiều loại hành vi tương tự như mô hình NMTR . Như vậy , về mặt bản chất có thể",ITE,acronym,sdu_aaai22_ae_vietnamese,1,0,14,17,train,vietnamese,
"• Các mô hình ITE có thể mở rộng từ hai nhóm hành vi thành nhiều loại hành vi tương tự như mô hình NMTR . Như vậy , về mặt bản chất có thể",NMTR,acronym,sdu_aaai22_ae_vietnamese,1,0,99,103,train,vietnamese,
Topics coherence ( NPMI ) Hình 4 . 1 Đồ thị biểu diễn độ kết hợp các chủ đề khi thay đổi số lượng chủ đề trên tập dữ liệu Associated Press,NPMI,acronym,sdu_aaai22_ae_vietnamese,1,0,19,23,train,vietnamese,
• Email : honghaipvu@gmail.com • Điện thoại liên lạc : 035 854 7694 • Lớp : CNTT 2.4 K59,CNTT,acronym,sdu_aaai22_ae_vietnamese,1,0,76,80,train,vietnamese,
"- Hibernate là một thư viện ORM ( Object Relational Mapping ) mã nguồn mở giúp lập trình viên viết ứng dụng có thể kết nối các đối tượng với hệ quản trị cơ sở dữ liệu quan hệ , và hỗ trợ thực hiện các khái niệm lập trình hướng",ORM,acronym,sdu_aaai22_ae_vietnamese,1,0,28,31,train,vietnamese,
Topics coherence ( NPMI ) Số lần lấy mẫu,NPMI,acronym,sdu_aaai22_ae_vietnamese,1,0,19,23,train,vietnamese,
Lời cam đoan của sinh viên Tôi – Trần Thị Hồng - cam kết ĐATN là công trình nghiên cứu của bản thân tôi dưới sự,ĐATN,acronym,sdu_aaai22_ae_vietnamese,1,0,57,61,train,vietnamese,
"CL như MOCO và BYOL , với hi vọng , hướng đi này có thể cải tiến toàn bộ các phương pháp trong CL và mang lại một tư duy mới cho hướng nghiên cứu CL . Đồ án tốt nghiệp",CL,acronym,sdu_aaai22_ae_vietnamese,1,0,0,2,train,vietnamese,
"CL như MOCO và BYOL , với hi vọng , hướng đi này có thể cải tiến toàn bộ các phương pháp trong CL và mang lại một tư duy mới cho hướng nghiên cứu CL . Đồ án tốt nghiệp",MOCO,acronym,sdu_aaai22_ae_vietnamese,1,0,7,11,train,vietnamese,
"CL như MOCO và BYOL , với hi vọng , hướng đi này có thể cải tiến toàn bộ các phương pháp trong CL và mang lại một tư duy mới cho hướng nghiên cứu CL . Đồ án tốt nghiệp",BYOL,acronym,sdu_aaai22_ae_vietnamese,1,0,15,19,train,vietnamese,
Giảng viên hướng dẫn : ThS. Ngô Văn Linh HÀ NỘI 05/2019,ThS.,acronym,sdu_aaai22_ae_vietnamese,1,0,23,27,train,vietnamese,
"ràng buộc gradient để giữ lại tri thức cho tác vụ cũ . Nhưng hai hạn chế khác của HAT đó là yêu cầu biết trước số lượng tác vụ , và mạng có xu hướng bị đầy sớm .",HAT,acronym,sdu_aaai22_ae_vietnamese,1,0,82,85,train,vietnamese,
"Đối với tập dữ liệu Pega của công ty VCcorp , các kết quả thử nghiệm có thể quan sát ở bảng sau : AUC",AUC,acronym,sdu_aaai22_ae_vietnamese,1,0,98,101,train,vietnamese,
"Bây giờ ta xem xét so sánh giữa các mô hình . Trên bộ Retailrocket , dễ dàng thấy rằng ba mô hình ITE đều có kết quả tốt hơn ở tất cả giá trị",ITE,acronym,sdu_aaai22_ae_vietnamese,1,0,98,101,train,vietnamese,
"Split CIFAR100 , Split Omniglot Mạng",CIFAR100,acronym,sdu_aaai22_ae_vietnamese,1,0,6,14,train,vietnamese,
"Học liên tục dựa trên sự không chắc chắn , UCL UCL [ 33 ] xây dựng độ quan trọng của nơ-ron dựa trên tính không chắc chắn ( uncertainty ) của mạng Bayesian , và điều chỉnh đại lượng KL trong ELBO để cân bằng tính ổn định và mềm dẻo của mô hình .",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,43,46,train,vietnamese,
"Học liên tục dựa trên sự không chắc chắn , UCL UCL [ 33 ] xây dựng độ quan trọng của nơ-ron dựa trên tính không chắc chắn ( uncertainty ) của mạng Bayesian , và điều chỉnh đại lượng KL trong ELBO để cân bằng tính ổn định và mềm dẻo của mô hình .",KL,acronym,sdu_aaai22_ae_vietnamese,1,0,182,184,train,vietnamese,
"Học liên tục dựa trên sự không chắc chắn , UCL UCL [ 33 ] xây dựng độ quan trọng của nơ-ron dựa trên tính không chắc chắn ( uncertainty ) của mạng Bayesian , và điều chỉnh đại lượng KL trong ELBO để cân bằng tính ổn định và mềm dẻo của mô hình .",ELBO,acronym,sdu_aaai22_ae_vietnamese,1,0,191,195,train,vietnamese,
SVM dựa trên ý tưởng tìm một siêu phẳng phân tách sao cho mức lề ( tức là khoảng cách gần nhất từ một điểm tới mặt phân cách ) là lớn nhất . SVM chỉ làm việc được với bài,SVM,acronym,sdu_aaai22_ae_vietnamese,1,0,0,3,train,vietnamese,
Masked Language Modeling ( MLM ) Mô hình dự đoán giá trị ban đầu của các từ bị che dấu dựa trên ngữ cảnh của các từ không bị che dấu trong chuỗi,MLM,acronym,sdu_aaai22_ae_vietnamese,1,0,27,30,train,vietnamese,
"từ biểu diễn đặc trưng của từng tác vụ , từ đó can thiệp vào độ lớn gradient của trọng số để hạn chế sự thay đổi của nơ-ron quan trọng . • UCL : [ 33 ] định nghĩa độ quan trọng của nơ-ron trong mạng BNN và thiết",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,139,142,train,vietnamese,
"từ biểu diễn đặc trưng của từng tác vụ , từ đó can thiệp vào độ lớn gradient của trọng số để hạn chế sự thay đổi của nơ-ron quan trọng . • UCL : [ 33 ] định nghĩa độ quan trọng của nơ-ron trong mạng BNN và thiết",BNN,acronym,sdu_aaai22_ae_vietnamese,1,0,199,202,train,vietnamese,
"Ví dụ , từ ‘ additionally ’ chỉ có quan hệ ‘ Expansion.Conjunction ’ . Từ bộ dữ liệu PDTB , em thống kê các quan hệ đi",PDTB,acronym,sdu_aaai22_ae_vietnamese,1,0,85,89,train,vietnamese,
10 Tác v 8 AGS - CL,AGS - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,11,19,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 66 Chương 6 Kết luận",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,60,71,train,vietnamese,
"TÓM TẮT NỘI DUNG ĐỒ ÁN Trong ĐATN này , ta thực hiện áp dụng mạng đồ thị tích chập ( GCN ) để phân loại văn bản theo các nhãn cho trước , kết hợp với mô hình chủ đề ( Topic",ĐATN,acronym,sdu_aaai22_ae_vietnamese,1,0,29,33,train,vietnamese,
"TÓM TẮT NỘI DUNG ĐỒ ÁN Trong ĐATN này , ta thực hiện áp dụng mạng đồ thị tích chập ( GCN ) để phân loại văn bản theo các nhãn cho trước , kết hợp với mô hình chủ đề ( Topic",GCN,acronym,sdu_aaai22_ae_vietnamese,1,0,85,88,train,vietnamese,
"TÓM TẮT NỘI DUNG ĐỒ ÁN Trong ĐATN này , ta thực hiện áp dụng mạng đồ thị tích chập ( GCN ) để phân loại văn bản theo các nhãn cho trước , kết hợp với mô hình chủ đề ( Topic",mạng đồ thị tích chập,long_form,sdu_aaai22_ae_vietnamese,0,1,61,82,train,vietnamese,
"của bài báo . Phép DA này nói một cách đơn giản là cho đầu ra với nhiều view hơn , các view này có thể có kích thước nhỏ hơn so với phép DA crop thông thường , do",DA,acronym,sdu_aaai22_ae_vietnamese,1,0,19,21,train,vietnamese,
hình 23 : ACD ca sử dụng đăng nhập ứng viên 3 . 4 . 3 . Sửa thông tin cá nhân,ACD,acronym,sdu_aaai22_ae_vietnamese,1,0,10,13,train,vietnamese,
"Khám phá ra các đặc trưng của bộ dữ liệu PDTB , đồng thời đề ra một số kỹ thuật để khai thác hiệu quả các đặc trưng đó giúp cải thiện chất lượng của mô hình . Kết quả , bài nghiên cứu đã được chấp nhận tại hội nghị Association for Computational",PDTB,acronym,sdu_aaai22_ae_vietnamese,1,0,41,45,train,vietnamese,
"sát sau , còn ở thử nghiệm này , chúng ta sẽ bỏ qua thông tin về nhãn đó . với một số thống kê chi tiết ở Bảng 1 . Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,175,186,train,vietnamese,
"Để minh họa cho vấn đề của LDA , hình 1 . 1 thể hiện các chủ đề con của chủ đề “ Thời sự ” : Hình 1 . 1 Các chủ đề con của chủ đề Thời sự",LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,27,30,train,vietnamese,
"GCN , W ( l ) kích thước k x k là ma trận cho lớp biến đổi của thứ l của mạng . Sau khi đi qua GCN có L tầng , ta được ma trận H ( L ) có kích thước là ( n+m ) x k là ma trận biểu diễn của ( n+m ) nốt , mà trong đó , mỗi nốt là tổng hợp thông tin của",GCN,acronym,sdu_aaai22_ae_vietnamese,1,0,0,3,train,vietnamese,
19 Đây có thể coi là phương pháp phổ biến nhất của MTL trong học sâu . Ý tưởng của nó,MTL,acronym,sdu_aaai22_ae_vietnamese,1,0,51,54,train,vietnamese,
Giảng viên hướng dẫn : PGS. TS. Thân Quang Khoát Chữ ký của GVHD Bộ môn :,PGS.,acronym,sdu_aaai22_ae_vietnamese,1,0,23,27,train,vietnamese,
Giảng viên hướng dẫn : PGS. TS. Thân Quang Khoát Chữ ký của GVHD Bộ môn :,TS.,acronym,sdu_aaai22_ae_vietnamese,1,0,28,31,train,vietnamese,
Giảng viên hướng dẫn : PGS. TS. Thân Quang Khoát Chữ ký của GVHD Bộ môn :,GVHD,acronym,sdu_aaai22_ae_vietnamese,1,0,60,64,train,vietnamese,
"trong quá trình huấn luyện , 10000 ảnh còn lại được sử dụng trong quá trình kiểm thử . Một số mẫu dữ liệu trong bộ MNIST được mô tả trong Hình 4 . 1 .",MNIST,acronym,sdu_aaai22_ae_vietnamese,1,0,115,120,train,vietnamese,
• Mở rộng các chủ đề cho bài toán phân loại . • Tìm hiểu việc áp dụng mô hình HAN cho bài toán phân tích cảm xúc mức khía cạnh .,HAN,acronym,sdu_aaai22_ae_vietnamese,1,0,78,81,train,vietnamese,
"Với tham số mô hình là θ , hàm mục tiêu trong công thức PT 2. 15 có thể viết lại là : 𝑁",PT,acronym,sdu_aaai22_ae_vietnamese,1,0,56,58,train,vietnamese,
"Hệ thống được cấu trúc theo mô hình MVC : - Model : Đây là thành phần chứa tất cả các nghiệp vụ logic , phương thức xử lý , truy xuất database , đối tượng mô tả dữ liệu như các Class , hàm xử lý .",MVC,acronym,sdu_aaai22_ae_vietnamese,1,0,36,39,train,vietnamese,
"và SVB - PP , đặc biệt là trong môi trường dữ liệu tới vô hạn . 4 . 3 . 2 Cân bằng thông tin cũ và mới Trong mục này , chúng tôi sẽ thảo luận cách iDropout cân bằng giữa thông tin",SVB - PP,acronym,sdu_aaai22_ae_vietnamese,0,1,3,11,train,vietnamese,
"Mạng nơ-ron nhân tạo là mô hình cơ bản , cung cấp nền tảng để xây dựng và phát triển những mạng nơ-ron nâng cao , trong đó có mạng nơ-ron hồi quy ( RNN ) . Ta sẽ",RNN,acronym,sdu_aaai22_ae_vietnamese,1,0,148,151,train,vietnamese,
"Mạng nơ-ron nhân tạo là mô hình cơ bản , cung cấp nền tảng để xây dựng và phát triển những mạng nơ-ron nâng cao , trong đó có mạng nơ-ron hồi quy ( RNN ) . Ta sẽ",mạng nơ-ron hồi quy,long_form,sdu_aaai22_ae_vietnamese,0,1,126,145,train,vietnamese,
