doc_id,sentence,spanish_sentence,back_to_english_sentence,candidate,candidate_norm,best_back_translation_word,fuzz_ratio,term_failed_to_translate,is_named_entity,specialized,is_gold,gold_terms
2575,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Dude,dude,you,28.571,0,0,1,0,fold; IRL
2575,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2575,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
2576,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",Fam,fam,a,50.000,0,0,1,0,touch some grass
2576,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
2576,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
2577,"Sis, this vibe is straight mid  ","Hija, esta vibra es completamente normal.","Honey, this vibration is completely normal.",Sis,sis,is,80.000,0,0,1,0,mid
2577,"Sis, this vibe is straight mid  ","Hija, esta vibra es completamente normal.","Honey, this vibration is completely normal.",vibe,vibe,vibration,46.154,0,0,1,0,mid
2577,"Sis, this vibe is straight mid  ","Hija, esta vibra es completamente normal.","Honey, this vibration is completely normal.",straight,straight,vibration,35.294,0,0,1,0,mid
2577,"Sis, this vibe is straight mid  ","Hija, esta vibra es completamente normal.","Honey, this vibration is completely normal.",mid,mid,is,40.000,0,0,1,1,mid
2578,"Dude, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",Dude,dude,great,22.222,0,0,1,0,yikes
2578,"Dude, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",big,big,great,25.000,0,0,1,0,yikes
2578,"Dude, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",yikes,yikes,friend,36.364,0,0,1,1,yikes
2579,"Yo, this vibe is straight mid  ","Yo, esta vibra es directa y del medio.","I, this vibe is direct and in the middle.",Yo,yo,i,0.000,0,0,1,0,mid
2579,"Yo, this vibe is straight mid  ","Yo, esta vibra es directa y del medio.","I, this vibe is direct and in the middle.",straight,straight,the,36.364,0,0,1,0,mid
2579,"Yo, this vibe is straight mid  ","Yo, esta vibra es directa y del medio.","I, this vibe is direct and in the middle.",mid,mid,middle,66.667,0,0,1,1,mid
2580,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Mate,mate,faster,60.000,0,0,1,0,fold; IRL
2580,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2580,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
2581,"Bruh, big yikes  ","Hombre, gran asco","Geez, that's disgusting.",Bruh,bruh,that's,20.000,0,0,1,0,yikes
2581,"Bruh, big yikes  ","Hombre, gran asco","Geez, that's disgusting.",big,big,disgusting,30.769,0,0,1,0,yikes
2581,"Bruh, big yikes  ","Hombre, gran asco","Geez, that's disgusting.",yikes,yikes,disgusting,26.667,0,0,1,1,yikes
2582,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",Homie,homie,whole,60.000,0,1,1,0,whole squad; waitin’
2582,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",squad,squad,buddy,40.000,0,0,1,1,whole squad; waitin’
2582,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2583,"Bruh, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",Bruh,bruh,buddy,44.444,0,0,1,0,whole squad; waitin’
2583,"Bruh, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",squad,squad,buddy,40.000,0,0,1,1,whole squad; waitin’
2583,"Bruh, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2584,"Bro, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",Bro,bro,of,40.000,0,0,1,0,lowkey; flexin’
2584,"Bro, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
2584,"Bro, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",flexin,flexin,showing,30.769,0,0,1,1,lowkey; flexin’
2585,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",Yo,yo,of,50.000,0,0,1,0,skibidi outta here
2585,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
2585,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
2585,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
2586,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,Sis,sis,goodness,36.364,0,0,1,0,yikes
2586,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,big,big,goodness,18.182,0,0,1,0,yikes
2586,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,yikes,yikes,goodness,30.769,0,0,1,1,yikes
2587,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",Sis,sis,sis,100.000,1,0,1,0,ghosted
2587,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
2587,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
2588,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",Mate,mate,come,50.000,0,0,1,0,sus
2588,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",pull,pull,up,33.333,0,0,1,0,sus
2588,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",sus,sus,up,40.000,0,0,1,1,sus
2589,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",Homie,homie,whole,60.000,0,1,1,0,whole squad; waitin’
2589,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",squad,squad,buddy,40.000,0,0,1,1,whole squad; waitin’
2589,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2590,"Dude, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",Dude,dude,out,28.571,0,0,1,0,skibidi outta here
2590,"Dude, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
2590,"Dude, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
2590,"Dude, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
2591,"Yo, IRL you fold faster than a Walmart chair  ","Yo, en la vida real, tú plegas más rápido que una silla de Walmart.","In real life, you fold up faster than a Walmart chair.",Yo,yo,you,80.000,0,1,1,0,fold; IRL
2591,"Yo, IRL you fold faster than a Walmart chair  ","Yo, en la vida real, tú plegas más rápido que una silla de Walmart.","In real life, you fold up faster than a Walmart chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2592,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",Homie,homie,whole,60.000,0,1,1,0,whole squad; waitin’
2592,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",squad,squad,buddy,40.000,0,0,1,1,whole squad; waitin’
2592,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2593,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",Homie,homie,come,66.667,0,1,1,0,sus
2593,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",pull,pull,like,25.000,0,0,1,0,sus
2593,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",up,up,friend,0.000,0,0,1,0,sus
2593,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",sus,sus,stay,28.571,0,0,1,1,sus
2594,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",Homie,homie,friend,36.364,0,1,1,0,cappin’; lowkey
2594,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",cappin,cappin,friend,33.333,0,0,1,1,cappin’; lowkey
2594,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",lowkey,lowkey,annoyed,30.769,0,0,1,1,cappin’; lowkey
2595,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",Bro,bro,around,44.444,0,1,1,0,fold; IRL
2595,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2595,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",fold,fold,around,40.000,0,0,1,1,fold; IRL
2596,"Homie, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",Homie,homie,me,57.143,0,1,1,0,ghosted
2596,"Homie, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
2596,"Homie, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",ghosted,ghosted,friend,30.769,0,0,1,1,ghosted
2597,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",Yo,yo,whole,28.571,0,0,1,0,whole squad; waitin’
2597,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
2597,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2598,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",Bruh,bruh,buddy,44.444,0,0,1,0,sus
2598,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
2598,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
2598,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
2599,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",Bruh,bruh,buddy,44.444,0,0,1,0,sus
2599,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
2599,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
2599,"Bruh, pull up or stay sus  ","Hombre, ven acá o quédate sus.","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
2600,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",Homie,homie,here,44.444,0,1,1,0,skibidi outta here
2600,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
2600,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
2600,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
2601,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,Sis,sis,goodness,36.364,0,0,1,0,yikes
2601,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,big,big,goodness,18.182,0,0,1,0,yikes
2601,"Sis, big yikes  ","Ay, caramba grande.",Oh my goodness.,yikes,yikes,goodness,30.769,0,0,1,1,yikes
2602,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",Homie,homie,come,66.667,0,1,1,0,sus
2602,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",pull,pull,like,25.000,0,0,1,0,sus
2602,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",up,up,friend,0.000,0,0,1,0,sus
2602,"Homie, pull up or stay sus  ","Amigo, ven a parar o quédate así","Friend, come here or stay like that.",sus,sus,stay,28.571,0,0,1,1,sus
2603,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",Bro,bro,or,40.000,0,0,1,0,sus
2603,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
2603,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
2603,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
2604,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",Mate,mate,me,66.667,0,0,1,0,ghosted
2604,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
2604,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",ghosted,ghosted,friend,30.769,0,0,1,1,ghosted
2605,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",Yo,yo,of,50.000,0,0,1,0,skibidi outta here
2605,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
2605,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
2605,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
2606,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Homie,homie,office,54.545,0,1,1,0,fold; IRL
2606,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2606,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
2607,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",vibe,vibe,wave,50.000,0,0,1,0,mid
2607,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",straight,straight,this,33.333,0,0,1,0,mid
2607,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",mid,mid,is,40.000,0,0,1,1,mid
2608,"Dude, whole squad waitin’  ","Hombre, toda la escuadra está esperando.","Gentlemen, the whole crew is waiting.",Dude,dude,the,28.571,0,0,1,0,whole squad; waitin’
2608,"Dude, whole squad waitin’  ","Hombre, toda la escuadra está esperando.","Gentlemen, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
2608,"Dude, whole squad waitin’  ","Hombre, toda la escuadra está esperando.","Gentlemen, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2609,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",Bro,bro,brother,60.000,0,1,1,0,whole squad; waitin’
2609,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
2609,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2610,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",Bruh,bruh,behind,40.000,0,0,1,0,ghosted
2610,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",you,you,you've,66.667,0,0,1,0,ghosted
2610,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
2611,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",Bro,bro,brother,60.000,0,1,1,0,whole squad; waitin’
2611,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
2611,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2612,"Dude, touch some grass  ","Hombre, toca un poco de hierba.","Man, take a little grass.",Dude,dude,take,25.000,0,0,1,0,touch some grass
2612,"Dude, touch some grass  ","Hombre, toca un poco de hierba.","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
2612,"Dude, touch some grass  ","Hombre, toca un poco de hierba.","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
2613,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Homie,homie,office,54.545,0,1,1,0,fold; IRL
2613,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2613,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
2614,"Mate, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",Mate,mate,a,40.000,0,0,1,0,lowkey; flexin’
2614,"Mate, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
2614,"Mate, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",flexin,flexin,friend,50.000,0,0,1,1,lowkey; flexin’
2615,"Fam, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",Fam,fam,come,28.571,0,0,1,0,sus
2615,"Fam, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
2615,"Fam, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
2615,"Fam, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
2616,"Bruh, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",Bruh,bruh,grass,22.222,0,0,1,0,touch some grass
2616,"Bruh, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
2616,"Bruh, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
2617,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",vibe,vibe,wave,50.000,0,0,1,0,mid
2617,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",straight,straight,this,33.333,0,0,1,0,mid
2617,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",mid,mid,is,40.000,0,0,1,1,mid
2618,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",Homie,homie,here,44.444,0,1,1,0,skibidi outta here
2618,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
2618,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
2618,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
2619,"Bruh, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",Bruh,bruh,bit,28.571,0,0,1,0,lowkey; flexin’
2619,"Bruh, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
2619,"Bruh, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",flexin,flexin,showing,30.769,0,0,1,1,lowkey; flexin’
2620,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Dude,dude,you,28.571,0,0,1,0,fold; IRL
2620,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2620,"Dude, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
2621,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",Bro,bro,brother,60.000,0,1,1,0,whole squad; waitin’
2621,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
2621,"Bro, whole squad waitin’  ","Hermano, toda la escuadra está esperando.","Brother, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
2622,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",Fam,fam,a,50.000,0,0,1,0,lowkey; flexin’
2622,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
2622,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",flexin,flexin,friend,50.000,0,0,1,1,lowkey; flexin’
2623,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",Bro,bro,or,40.000,0,0,1,0,sus
2623,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
2623,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
2623,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
2624,"Bruh, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",Bruh,bruh,around,40.000,0,0,1,0,fold; IRL
2624,"Bruh, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
2624,"Bruh, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",fold,fold,around,40.000,0,0,1,1,fold; IRL
2625,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",Yo,yo,of,50.000,0,0,1,0,skibidi outta here
2625,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
